"","e1_pr","e1_vol","e1_s1","e1_s2","e1_s3","e1_s4","e1_s5","e1_mean","e1_var","e2_pr","e2_vol","e2_s1","e2_s2","e2_s3","e2_s4","e2_s5","e2_mean","e2_var","b1_pr","b1_vol","b1_s1","b1_s2","b1_s3","b1_s4","b1_s5","b1_mean","b1_var","b2_pr","b2_vol","b2_s1","b2_s2","b2_s3","b2_s4","b2_s5","b2_mean","b2_var"
"7584",28.99,5099,0.55,0.33,0.09,0.01,0.02,4.4,0.72,28.99,19177,0.66,0.26,0.04,0.02,0.02,4.5,0.71,16.99,8975,0.64,0.24,0.05,0.03,0.04,4.4,1,14.99,17708,0.6,0.31,0.01,0.03,0.05,4.4,0.99
"7585",24.99,12389,0.8,0.11,0.02,0.01,0.06,4.6,1.01,28.99,13204,0.63,0.3,0.03,0.01,0.03,4.5,0.7,18.99,8523,0.82,0.06,0.05,0.03,0.04,4.6,1.02,18.99,8575,0.66,0.24,0.06,0.02,0.02,4.5,0.71
"7586",26.99,10632,0.79,0.09,0.01,0.05,0.06,4.5,1.3,24.99,15612,0.76,0.13,0.08,0.01,0.02,4.6,0.68,14.99,17884,0.62,0.31,0.03,0.01,0.03,4.5,0.69,18.99,14616,0.53,0.37,0.06,0.02,0.02,4.4,0.7
"7587",24.99,15216,0.84,0.07,0.01,0.04,0.04,4.6,1.01,26.99,13536,0.73,0.19,0.04,0.01,0.03,4.6,0.72,18.99,9652,0.81,0.08,0.03,0.04,0.04,4.6,1,14.99,16844,0.72,0.14,0.04,0.03,0.07,4.4,1.32
"7588",24.99,16523,0.57,0.28,0.11,0.03,0.01,4.4,0.72,24.99,19320,0.87,0.02,0.02,0.01,0.08,4.6,1.32,14.99,5264,0.62,0.32,0.02,0.02,0.02,4.5,0.68,18.99,7478,0.71,0.18,0.04,0.02,0.05,4.5,1
"7589",28.99,9020,0.82,0.06,0.04,0.04,0.04,4.6,1,28.99,19530,0.76,0.12,0.09,0.02,0.01,4.6,0.69,14.99,6361,0.87,0.02,0.02,0.02,0.07,4.6,1.28,18.99,18681,0.71,0.18,0.04,0.02,0.05,4.5,1
"7590",26.99,18171,0.83,0.05,0.05,0.04,0.03,4.6,0.99,28.99,18055,0.57,0.32,0.07,0.03,0.01,4.4,0.7,18.99,14595,0.66,0.17,0.12,0.01,0.04,4.4,0.99,18.99,8305,0.71,0.18,0.04,0.02,0.05,4.5,1
"7591",28.99,18939,0.81,0.08,0.03,0.04,0.04,4.6,1,24.99,13374,0.79,0.13,0.01,0.01,0.06,4.6,1,16.99,9047,0.84,0.07,0.01,0.04,0.04,4.6,1.01,16.99,10226,0.77,0.11,0.09,0.02,0.01,4.6,0.71
"7592",26.99,9134,0.81,0.08,0.03,0.04,0.04,4.6,1,28.99,16990,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,10939,0.87,0.02,0.02,0.01,0.08,4.6,1.32,18.99,11219,0.69,0.15,0.08,0.02,0.06,4.4,1.28
"7593",24.99,5938,0.8,0.09,0.02,0.02,0.07,4.5,1.29,26.99,12043,0.76,0.12,0.09,0.02,0.01,4.6,0.69,16.99,5699,0.79,0.13,0.01,0.01,0.06,4.6,1,18.99,6524,0.82,0.1,0.01,0.03,0.04,4.6,0.99
"7594",26.99,16524,0.55,0.35,0.07,0.01,0.02,4.4,0.7,28.99,16588,0.53,0.37,0.06,0.02,0.02,4.4,0.7,18.99,13239,0.8,0.08,0.01,0.05,0.06,4.5,1.3,18.99,17095,0.61,0.3,0.02,0.02,0.05,4.4,0.99
"7595",28.99,15925,0.88,0.01,0.01,0.03,0.07,4.6,1.28,28.99,9559,0.71,0.16,0.05,0.01,0.07,4.4,1.3,14.99,18646,0.8,0.08,0.03,0.01,0.08,4.5,1.31,18.99,5463,0.82,0.06,0.05,0.03,0.04,4.6,1.02
"7596",26.99,12413,0.72,0.14,0.04,0.03,0.07,4.4,1.32,24.99,19765,0.87,0.02,0.02,0.01,0.08,4.6,1.32,16.99,15899,0.69,0.21,0.04,0.01,0.05,4.5,0.98,18.99,7102,0.7,0.2,0.03,0.03,0.04,4.5,1.01
"7597",28.99,13886,0.67,0.22,0.01,0.02,0.08,4.4,1.32,24.99,18019,0.77,0.12,0.02,0.01,0.08,4.5,1.31,16.99,5826,0.53,0.37,0.06,0.02,0.02,4.4,0.7,16.99,11560,0.71,0.16,0.05,0.01,0.07,4.4,1.3
"7598",26.99,6319,0.64,0.24,0.05,0.03,0.04,4.4,1,24.99,7182,0.87,0.01,0.02,0.03,0.07,4.6,1.29,16.99,19104,0.68,0.18,0.12,0.01,0.01,4.5,0.7,16.99,14745,0.63,0.32,0.01,0.01,0.03,4.5,0.69
"7599",26.99,11203,0.63,0.32,0.01,0.01,0.03,4.5,0.69,24.99,11307,0.73,0.19,0.04,0.01,0.03,4.6,0.72,14.99,16163,0.71,0.18,0.04,0.02,0.05,4.5,1,18.99,7492,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"7600",28.99,13656,0.72,0.13,0.08,0.04,0.03,4.5,0.99,26.99,15092,0.6,0.31,0.01,0.03,0.05,4.4,0.99,14.99,7081,0.76,0.13,0.08,0.01,0.02,4.6,0.68,14.99,14235,0.63,0.3,0.03,0.01,0.03,4.5,0.7
"7601",28.99,17249,0.76,0.12,0.09,0.02,0.01,4.6,0.69,24.99,5457,0.61,0.23,0.14,0.01,0.01,4.4,0.71,14.99,8023,0.65,0.22,0.06,0.03,0.04,4.4,0.99,16.99,12484,0.72,0.13,0.07,0.05,0.03,4.5,0.99
"7602",24.99,17510,0.87,0.01,0.02,0.03,0.07,4.6,1.29,26.99,12666,0.87,0.01,0.01,0.05,0.06,4.6,1.28,14.99,19855,0.87,0.01,0.01,0.05,0.06,4.6,1.28,18.99,8709,0.8,0.08,0.03,0.01,0.08,4.5,1.31
"7603",24.99,12098,0.62,0.29,0.02,0.02,0.05,4.4,1.02,26.99,17294,0.56,0.32,0.09,0.02,0.01,4.4,0.68,14.99,9298,0.55,0.33,0.09,0.01,0.02,4.4,0.72,16.99,5417,0.81,0.1,0.02,0.02,0.05,4.6,0.99
"7604",28.99,17352,0.77,0.11,0.01,0.05,0.06,4.5,1.29,26.99,7253,0.82,0.06,0.05,0.03,0.04,4.6,1.02,14.99,8777,0.79,0.13,0.01,0.01,0.06,4.6,1,14.99,11430,0.72,0.13,0.07,0.05,0.03,4.5,0.99
"7605",28.99,5587,0.87,0.02,0.02,0.02,0.07,4.6,1.28,24.99,18012,0.75,0.12,0.07,0.02,0.04,4.5,1.02,14.99,18701,0.72,0.14,0.04,0.03,0.07,4.4,1.32,16.99,11023,0.78,0.12,0.01,0.01,0.08,4.5,1.31
"7606",24.99,13138,0.74,0.11,0.08,0.04,0.03,4.5,1,26.99,13805,0.57,0.32,0.07,0.03,0.01,4.4,0.7,16.99,9611,0.57,0.28,0.11,0.03,0.01,4.4,0.72,18.99,17975,0.77,0.11,0.03,0.01,0.08,4.5,1.31
"7607",28.99,10298,0.78,0.11,0.08,0.01,0.02,4.6,0.7,28.99,14247,0.71,0.11,0.1,0.01,0.07,4.4,1.32,18.99,9969,0.86,0.03,0.02,0.01,0.08,4.6,1.3,14.99,13874,0.77,0.11,0.01,0.05,0.06,4.5,1.29
"7608",24.99,15500,0.79,0.13,0.01,0.01,0.06,4.6,1,28.99,18626,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,5011,0.54,0.41,0.01,0.01,0.03,4.4,0.69,18.99,9961,0.77,0.11,0.07,0.04,0.01,4.6,0.7
"7609",28.99,10453,0.69,0.17,0.04,0.04,0.06,4.4,1.3,26.99,14208,0.8,0.08,0.01,0.05,0.06,4.5,1.3,14.99,13938,0.72,0.1,0.09,0.04,0.05,4.4,1.3,18.99,10230,0.86,0.04,0.01,0.01,0.08,4.6,1.3
"7610",28.99,13935,0.66,0.24,0.06,0.02,0.02,4.5,0.71,24.99,13957,0.66,0.14,0.14,0.03,0.03,4.4,1.02,16.99,10599,0.75,0.16,0.05,0.02,0.02,4.6,0.71,14.99,10516,0.66,0.17,0.12,0.01,0.04,4.4,0.99
"7611",28.99,14368,0.6,0.31,0.01,0.03,0.05,4.4,0.99,24.99,13324,0.68,0.12,0.12,0.07,0.01,4.4,1,14.99,13460,0.71,0.11,0.1,0.01,0.07,4.4,1.32,16.99,11105,0.8,0.08,0.03,0.01,0.08,4.5,1.31
"7612",28.99,11027,0.69,0.21,0.04,0.01,0.05,4.5,0.98,24.99,9243,0.88,0.01,0.01,0.03,0.07,4.6,1.28,16.99,6852,0.69,0.21,0.04,0.01,0.05,4.5,0.98,18.99,14758,0.68,0.18,0.12,0.01,0.01,4.5,0.7
"7613",28.99,6860,0.77,0.11,0.03,0.01,0.08,4.5,1.31,24.99,5905,0.72,0.12,0.08,0.01,0.07,4.4,1.28,14.99,18034,0.87,0.01,0.01,0.05,0.06,4.6,1.28,18.99,9615,0.87,0.02,0.02,0.01,0.08,4.6,1.32
"7614",28.99,19492,0.8,0.11,0.02,0.01,0.06,4.6,1.01,24.99,12744,0.75,0.12,0.07,0.02,0.04,4.5,1.02,18.99,16142,0.57,0.32,0.07,0.03,0.01,4.4,0.7,14.99,16562,0.52,0.41,0.03,0.01,0.03,4.4,0.68
"7615",28.99,19918,0.85,0.05,0.01,0.01,0.08,4.6,1.3,28.99,5262,0.74,0.11,0.08,0.04,0.03,4.5,1,16.99,13412,0.69,0.15,0.08,0.02,0.06,4.4,1.28,16.99,6794,0.73,0.18,0.04,0.03,0.02,4.6,0.69
"7616",28.99,12295,0.84,0.07,0.01,0.04,0.04,4.6,1.01,24.99,13235,0.67,0.22,0.01,0.02,0.08,4.4,1.32,16.99,12878,0.77,0.11,0.09,0.01,0.02,4.6,0.72,18.99,11036,0.7,0.2,0.03,0.03,0.04,4.5,0.99
"7617",24.99,10870,0.83,0.05,0.05,0.04,0.03,4.6,0.99,24.99,15338,0.65,0.23,0.09,0.02,0.01,4.5,0.69,16.99,5250,0.66,0.14,0.14,0.03,0.03,4.4,1.02,16.99,13793,0.8,0.11,0.02,0.01,0.06,4.6,1.01
"7618",28.99,12570,0.86,0.04,0.01,0.01,0.08,4.6,1.3,24.99,10587,0.87,0.02,0.02,0.01,0.08,4.6,1.32,16.99,9779,0.77,0.11,0.03,0.01,0.08,4.5,1.28,14.99,6455,0.6,0.31,0.01,0.03,0.05,4.4,0.99
"7619",24.99,19362,0.87,0.02,0.02,0.02,0.07,4.6,1.28,26.99,11930,0.8,0.08,0.03,0.01,0.08,4.5,1.31,18.99,16284,0.53,0.37,0.06,0.02,0.02,4.4,0.7,18.99,18217,0.57,0.32,0.07,0.03,0.01,4.4,0.7
"7620",24.99,10340,0.8,0.11,0.02,0.01,0.06,4.6,1.01,24.99,10144,0.66,0.14,0.14,0.03,0.03,4.4,1.02,14.99,11366,0.8,0.11,0.02,0.01,0.06,4.6,1.01,14.99,13205,0.77,0.11,0.07,0.04,0.01,4.6,0.7
"7621",28.99,14912,0.88,0.01,0.01,0.03,0.07,4.6,1.28,28.99,12102,0.78,0.11,0.08,0.01,0.02,4.6,0.7,18.99,16350,0.77,0.11,0.07,0.04,0.01,4.6,0.7,18.99,13406,0.86,0.04,0.01,0.01,0.08,4.6,1.31
"7622",28.99,15238,0.52,0.41,0.03,0.01,0.03,4.4,0.68,28.99,9517,0.77,0.11,0.03,0.02,0.07,4.5,1.3,18.99,14734,0.77,0.11,0.07,0.04,0.01,4.6,0.7,16.99,10928,0.82,0.1,0.01,0.03,0.04,4.6,0.99
"7623",28.99,14588,0.87,0.01,0.01,0.05,0.06,4.6,1.28,24.99,6022,0.53,0.37,0.06,0.02,0.02,4.4,0.7,14.99,8302,0.69,0.21,0.04,0.01,0.05,4.5,0.98,16.99,11867,0.71,0.18,0.04,0.02,0.05,4.5,1
"7624",24.99,14450,0.8,0.08,0.03,0.01,0.08,4.5,1.31,24.99,12812,0.86,0.04,0.01,0.01,0.08,4.6,1.31,16.99,12899,0.71,0.16,0.03,0.04,0.06,4.4,1.28,16.99,12368,0.81,0.11,0.01,0.02,0.05,4.6,1
"7625",28.99,6516,0.66,0.24,0.06,0.02,0.02,4.5,0.71,28.99,12889,0.66,0.24,0.06,0.02,0.02,4.5,0.71,18.99,12934,0.68,0.18,0.12,0.01,0.01,4.5,0.7,16.99,17270,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"7626",24.99,18657,0.63,0.3,0.03,0.01,0.03,4.5,0.7,28.99,14654,0.56,0.32,0.09,0.02,0.01,4.4,0.68,16.99,11956,0.77,0.12,0.02,0.01,0.08,4.5,1.31,18.99,9231,0.77,0.11,0.09,0.01,0.02,4.6,0.72
"7627",28.99,13585,0.62,0.29,0.02,0.02,0.05,4.4,1.02,24.99,7249,0.88,0.01,0.01,0.03,0.07,4.6,1.28,18.99,6381,0.7,0.2,0.03,0.03,0.04,4.5,0.99,14.99,11304,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"7628",24.99,13119,0.82,0.06,0.04,0.04,0.04,4.6,1,24.99,19570,0.81,0.08,0.03,0.04,0.04,4.6,1,16.99,7260,0.82,0.1,0.01,0.03,0.04,4.6,0.99,14.99,15330,0.82,0.1,0.01,0.03,0.04,4.6,0.99
"7629",26.99,19358,0.77,0.11,0.01,0.05,0.06,4.5,1.29,28.99,11027,0.63,0.3,0.03,0.01,0.03,4.5,0.7,16.99,15942,0.77,0.11,0.03,0.01,0.08,4.5,1.31,18.99,12843,0.75,0.1,0.07,0.06,0.02,4.5,0.99
"7630",26.99,18936,0.75,0.1,0.07,0.06,0.02,4.5,0.99,28.99,18551,0.7,0.2,0.03,0.03,0.04,4.5,0.99,16.99,6550,0.75,0.1,0.07,0.06,0.02,4.5,0.99,14.99,19972,0.87,0.01,0.02,0.03,0.07,4.6,1.29
"7631",26.99,7700,0.8,0.09,0.02,0.02,0.07,4.5,1.29,28.99,8743,0.77,0.11,0.03,0.01,0.08,4.5,1.31,18.99,17084,0.6,0.31,0.01,0.03,0.05,4.4,0.99,14.99,16847,0.86,0.04,0.01,0.01,0.08,4.6,1.3
"7632",26.99,14650,0.73,0.1,0.09,0.01,0.07,4.4,1.3,26.99,14703,0.87,0.01,0.01,0.05,0.06,4.6,1.28,14.99,13723,0.73,0.1,0.09,0.01,0.07,4.4,1.3,18.99,6423,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"7633",28.99,18510,0.88,0.01,0.01,0.03,0.07,4.6,1.28,24.99,17944,0.87,0.02,0.02,0.02,0.07,4.6,1.28,16.99,13846,0.72,0.13,0.07,0.05,0.03,4.5,0.99,16.99,14263,0.79,0.09,0.01,0.05,0.06,4.5,1.3
"7634",26.99,18338,0.66,0.24,0.06,0.02,0.02,4.5,0.71,24.99,9256,0.82,0.06,0.04,0.04,0.04,4.6,1,18.99,12337,0.77,0.11,0.03,0.01,0.08,4.5,1.28,16.99,18699,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"7635",26.99,8420,0.73,0.18,0.04,0.03,0.02,4.6,0.69,28.99,11117,0.71,0.11,0.1,0.01,0.07,4.4,1.32,18.99,7614,0.61,0.3,0.01,0.04,0.04,4.4,1.01,18.99,8905,0.84,0.07,0.01,0.04,0.04,4.6,1.01
"7636",24.99,17820,0.72,0.13,0.07,0.05,0.03,4.5,0.99,24.99,12406,0.77,0.11,0.09,0.02,0.01,4.6,0.71,18.99,16789,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,17098,0.63,0.3,0.03,0.01,0.03,4.5,0.7
"7637",24.99,19774,0.72,0.13,0.08,0.04,0.03,4.5,0.99,28.99,7029,0.73,0.18,0.04,0.03,0.02,4.6,0.69,18.99,12988,0.78,0.11,0.08,0.01,0.02,4.6,0.7,18.99,9477,0.82,0.06,0.04,0.04,0.04,4.6,1
"7638",28.99,5762,0.86,0.04,0.01,0.01,0.08,4.6,1.31,26.99,9919,0.53,0.37,0.06,0.02,0.02,4.4,0.7,16.99,13412,0.88,0.01,0.01,0.03,0.07,4.6,1.28,16.99,7021,0.73,0.18,0.04,0.03,0.02,4.6,0.69
"7639",24.99,18484,0.61,0.3,0.02,0.02,0.05,4.4,0.99,26.99,8459,0.55,0.38,0.03,0.01,0.03,4.4,0.71,18.99,7824,0.81,0.1,0.02,0.02,0.05,4.6,0.99,18.99,9884,0.87,0.02,0.02,0.01,0.08,4.6,1.32
"7640",28.99,19178,0.8,0.08,0.01,0.05,0.06,4.5,1.3,24.99,12035,0.76,0.12,0.09,0.02,0.01,4.6,0.69,16.99,9050,0.61,0.23,0.14,0.01,0.01,4.4,0.71,18.99,9397,0.62,0.29,0.02,0.02,0.05,4.4,1.02
"7641",28.99,10578,0.87,0.02,0.02,0.01,0.08,4.6,1.29,24.99,13692,0.71,0.16,0.05,0.01,0.07,4.4,1.3,14.99,6540,0.85,0.05,0.01,0.01,0.08,4.6,1.3,14.99,5087,0.81,0.08,0.03,0.04,0.04,4.6,1
"7642",24.99,14582,0.87,0.01,0.02,0.03,0.07,4.6,1.29,26.99,19991,0.66,0.24,0.06,0.02,0.02,4.5,0.71,16.99,19843,0.57,0.32,0.07,0.03,0.01,4.4,0.7,14.99,9313,0.72,0.12,0.08,0.01,0.07,4.4,1.28
"7643",26.99,18708,0.7,0.2,0.03,0.03,0.04,4.5,1.01,26.99,14485,0.71,0.18,0.04,0.02,0.05,4.5,1,18.99,5704,0.66,0.24,0.06,0.02,0.02,4.5,0.71,16.99,19409,0.82,0.06,0.05,0.03,0.04,4.6,1.02
"7644",28.99,9668,0.66,0.2,0.11,0.02,0.01,4.5,0.69,24.99,17659,0.69,0.17,0.04,0.04,0.06,4.4,1.3,18.99,7338,0.84,0.07,0.01,0.04,0.04,4.6,1.01,18.99,15560,0.63,0.32,0.01,0.01,0.03,4.5,0.69
"7645",26.99,5287,0.69,0.15,0.08,0.02,0.06,4.4,1.28,26.99,11036,0.85,0.05,0.01,0.01,0.08,4.6,1.3,18.99,6571,0.72,0.1,0.09,0.04,0.05,4.4,1.3,14.99,7678,0.71,0.19,0.03,0.03,0.04,4.5,1.01
"7646",26.99,5809,0.73,0.18,0.04,0.03,0.02,4.6,0.69,28.99,14378,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,16267,0.55,0.33,0.09,0.01,0.02,4.4,0.72,16.99,6536,0.72,0.1,0.09,0.04,0.05,4.4,1.3
"7647",28.99,9638,0.8,0.11,0.02,0.01,0.06,4.6,1.01,24.99,16652,0.76,0.13,0.08,0.01,0.02,4.6,0.68,18.99,18421,0.81,0.08,0.03,0.04,0.04,4.6,1,14.99,8270,0.63,0.3,0.03,0.01,0.03,4.5,0.7
"7648",24.99,9392,0.66,0.2,0.11,0.02,0.01,4.5,0.69,26.99,14524,0.88,0.01,0.01,0.03,0.07,4.6,1.28,14.99,16105,0.73,0.18,0.04,0.03,0.02,4.6,0.69,14.99,9050,0.66,0.17,0.12,0.01,0.04,4.4,0.99
"7649",24.99,6185,0.72,0.13,0.08,0.04,0.03,4.5,0.99,24.99,7836,0.52,0.41,0.03,0.01,0.03,4.4,0.68,14.99,13313,0.65,0.22,0.06,0.03,0.04,4.4,0.99,18.99,13504,0.67,0.17,0.1,0.02,0.04,4.4,1.01
"7650",28.99,10315,0.62,0.31,0.03,0.01,0.03,4.5,0.7,24.99,13185,0.61,0.23,0.14,0.01,0.01,4.4,0.71,16.99,8734,0.75,0.16,0.05,0.02,0.02,4.6,0.71,14.99,6922,0.7,0.2,0.03,0.03,0.04,4.5,1.01
"7651",28.99,14635,0.8,0.11,0.02,0.01,0.06,4.6,1.01,24.99,8893,0.86,0.03,0.02,0.01,0.08,4.6,1.3,16.99,8659,0.77,0.11,0.03,0.01,0.08,4.5,1.31,14.99,15079,0.79,0.13,0.01,0.01,0.06,4.6,1
"7652",28.99,14836,0.81,0.1,0.02,0.02,0.05,4.6,0.99,26.99,9081,0.66,0.26,0.04,0.02,0.02,4.5,0.71,14.99,10447,0.76,0.12,0.09,0.02,0.01,4.6,0.69,16.99,11594,0.6,0.31,0.01,0.03,0.05,4.4,0.99
"7653",28.99,17212,0.79,0.09,0.01,0.05,0.06,4.5,1.3,24.99,15908,0.71,0.18,0.04,0.02,0.05,4.5,1,18.99,15746,0.82,0.06,0.04,0.04,0.04,4.6,1,14.99,17150,0.73,0.18,0.04,0.03,0.02,4.6,0.69
"7654",26.99,19412,0.61,0.3,0.02,0.02,0.05,4.4,0.99,26.99,10038,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,17519,0.65,0.22,0.06,0.03,0.04,4.4,0.99,18.99,10243,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"7655",28.99,11151,0.63,0.32,0.01,0.01,0.03,4.5,0.69,28.99,19226,0.6,0.31,0.01,0.03,0.05,4.4,0.99,16.99,5281,0.62,0.32,0.02,0.02,0.02,4.5,0.68,16.99,13552,0.74,0.11,0.08,0.04,0.03,4.5,1
"7656",24.99,7998,0.85,0.05,0.01,0.01,0.08,4.6,1.3,28.99,6263,0.68,0.18,0.12,0.01,0.01,4.5,0.7,14.99,5319,0.62,0.29,0.02,0.02,0.05,4.4,1.02,18.99,16084,0.66,0.2,0.11,0.02,0.01,4.5,0.69
"7657",24.99,18538,0.75,0.12,0.07,0.02,0.04,4.5,1.02,26.99,13027,0.75,0.1,0.07,0.06,0.02,4.5,0.99,18.99,16826,0.63,0.3,0.03,0.01,0.03,4.5,0.7,16.99,10751,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"7658",26.99,18829,0.71,0.18,0.04,0.02,0.05,4.5,1,28.99,14935,0.71,0.16,0.03,0.04,0.06,4.4,1.28,16.99,5677,0.88,0.01,0.01,0.03,0.07,4.6,1.28,18.99,17207,0.66,0.14,0.14,0.03,0.03,4.4,1.02
"7659",28.99,15859,0.76,0.13,0.08,0.01,0.02,4.6,0.68,26.99,8335,0.85,0.05,0.01,0.01,0.08,4.6,1.3,18.99,17343,0.6,0.31,0.01,0.03,0.05,4.4,0.99,18.99,11327,0.62,0.31,0.03,0.01,0.03,4.5,0.7
"7660",28.99,11722,0.73,0.1,0.09,0.01,0.07,4.4,1.3,28.99,18005,0.88,0.01,0.01,0.03,0.07,4.6,1.28,16.99,9806,0.55,0.38,0.03,0.01,0.03,4.4,0.71,16.99,14847,0.57,0.28,0.11,0.03,0.01,4.4,0.72
"7661",28.99,6773,0.71,0.16,0.03,0.04,0.06,4.4,1.28,28.99,10994,0.72,0.12,0.08,0.01,0.07,4.4,1.28,14.99,9884,0.66,0.26,0.04,0.02,0.02,4.5,0.71,16.99,13894,0.84,0.07,0.01,0.04,0.04,4.6,1.01
"7662",26.99,7408,0.77,0.11,0.09,0.01,0.02,4.6,0.72,24.99,6532,0.83,0.05,0.05,0.04,0.03,4.6,0.99,18.99,14494,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,19202,0.82,0.06,0.04,0.04,0.04,4.6,1
"7663",26.99,7638,0.84,0.07,0.01,0.04,0.04,4.6,1.01,28.99,18546,0.75,0.12,0.07,0.02,0.04,4.5,1.02,16.99,5800,0.87,0.02,0.02,0.02,0.07,4.6,1.28,18.99,14378,0.78,0.12,0.01,0.01,0.08,4.5,1.31
"7664",28.99,16108,0.77,0.11,0.09,0.01,0.02,4.6,0.72,26.99,16384,0.61,0.3,0.01,0.04,0.04,4.4,1.01,18.99,15629,0.57,0.32,0.07,0.03,0.01,4.4,0.7,18.99,10128,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"7665",28.99,18248,0.8,0.08,0.03,0.01,0.08,4.5,1.31,24.99,7556,0.73,0.18,0.04,0.03,0.02,4.6,0.69,18.99,13075,0.71,0.11,0.1,0.01,0.07,4.4,1.32,14.99,8048,0.66,0.17,0.12,0.01,0.04,4.4,0.99
"7666",24.99,12093,0.68,0.12,0.12,0.07,0.01,4.4,1,28.99,6660,0.62,0.31,0.03,0.01,0.03,4.5,0.69,14.99,5810,0.77,0.11,0.03,0.01,0.08,4.5,1.28,18.99,15100,0.66,0.14,0.14,0.03,0.03,4.4,1.02
"7667",24.99,8809,0.55,0.38,0.03,0.01,0.03,4.4,0.71,26.99,6129,0.86,0.04,0.01,0.01,0.08,4.6,1.3,16.99,10942,0.77,0.12,0.02,0.01,0.08,4.5,1.31,16.99,17328,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"7668",28.99,6467,0.77,0.11,0.09,0.02,0.01,4.6,0.71,24.99,13032,0.8,0.11,0.02,0.01,0.06,4.6,1.01,18.99,8521,0.77,0.11,0.01,0.05,0.06,4.5,1.29,18.99,15783,0.79,0.13,0.01,0.01,0.06,4.6,1
"7669",26.99,9532,0.87,0.02,0.02,0.01,0.08,4.6,1.32,28.99,17397,0.87,0.02,0.02,0.02,0.07,4.6,1.28,16.99,17485,0.77,0.12,0.02,0.01,0.08,4.5,1.31,16.99,17779,0.82,0.1,0.01,0.03,0.04,4.6,0.99
"7670",26.99,15940,0.77,0.11,0.03,0.01,0.08,4.5,1.28,26.99,6142,0.54,0.41,0.01,0.01,0.03,4.4,0.69,18.99,9478,0.87,0.02,0.02,0.02,0.07,4.6,1.28,14.99,13139,0.68,0.18,0.12,0.01,0.01,4.5,0.7
"7671",28.99,13293,0.8,0.08,0.03,0.01,0.08,4.5,1.31,26.99,14238,0.64,0.24,0.05,0.03,0.04,4.4,1,18.99,15688,0.69,0.17,0.04,0.04,0.06,4.4,1.3,16.99,8230,0.71,0.16,0.05,0.01,0.07,4.4,1.3
"7672",24.99,7711,0.87,0.01,0.02,0.03,0.07,4.6,1.29,26.99,19565,0.8,0.11,0.02,0.01,0.06,4.6,1.01,18.99,16550,0.56,0.32,0.09,0.02,0.01,4.4,0.68,14.99,9227,0.72,0.14,0.04,0.03,0.07,4.4,1.32
"7673",24.99,14675,0.8,0.08,0.03,0.01,0.08,4.5,1.31,26.99,7882,0.77,0.11,0.01,0.05,0.06,4.5,1.29,18.99,19978,0.61,0.3,0.01,0.04,0.04,4.4,1.01,18.99,6436,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"7674",26.99,12931,0.77,0.11,0.09,0.02,0.01,4.6,0.71,24.99,14514,0.69,0.15,0.08,0.02,0.06,4.4,1.28,16.99,12608,0.67,0.22,0.01,0.02,0.08,4.4,1.32,18.99,11117,0.77,0.11,0.01,0.05,0.06,4.5,1.29
"7675",24.99,19566,0.8,0.08,0.03,0.01,0.08,4.5,1.31,28.99,6369,0.86,0.03,0.02,0.01,0.08,4.6,1.3,18.99,12451,0.55,0.33,0.09,0.01,0.02,4.4,0.72,18.99,15450,0.62,0.32,0.02,0.02,0.02,4.5,0.68
"7676",24.99,19297,0.76,0.13,0.08,0.01,0.02,4.6,0.68,24.99,10254,0.57,0.32,0.07,0.03,0.01,4.4,0.7,18.99,19704,0.8,0.09,0.02,0.02,0.07,4.5,1.29,16.99,15880,0.81,0.11,0.01,0.02,0.05,4.6,1
"7677",26.99,8874,0.77,0.11,0.03,0.01,0.08,4.5,1.28,24.99,8803,0.77,0.11,0.03,0.01,0.08,4.5,1.28,16.99,14117,0.66,0.2,0.11,0.02,0.01,4.5,0.69,18.99,18249,0.81,0.11,0.01,0.02,0.05,4.6,1
"7678",26.99,16412,0.81,0.1,0.02,0.02,0.05,4.6,0.99,24.99,8770,0.85,0.05,0.01,0.01,0.08,4.6,1.3,16.99,9835,0.75,0.12,0.07,0.02,0.04,4.5,1.02,14.99,19344,0.53,0.37,0.06,0.02,0.02,4.4,0.7
"7679",28.99,7978,0.71,0.18,0.04,0.02,0.05,4.5,1,28.99,10229,0.76,0.13,0.08,0.01,0.02,4.6,0.68,18.99,5960,0.82,0.06,0.05,0.03,0.04,4.6,1.02,16.99,8178,0.87,0.01,0.02,0.03,0.07,4.6,1.29
